rank,symbol,company_name,industry,equity_capital,free_float_market_cap,weight,beta,r2,volatility,monthly_return,impact_cost,report_date,source_file
16,GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,1315196726.0,34961.87,0.73,1.23,0.28,2.47,-1.68,0.02,2019-05-01,nifty50_may19.csv
17,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2712526216.0,59271.41,1.23,0.51,0.07,1.26,-7.67,0.02,2019-05-01,nifty50_may19.csv
18,HDFCBANK,HDFC Bank Ltd.,BANKS,5446613220.0,521792.76,10.86,0.69,0.32,1.32,4.66,0.02,2019-05-01,nifty50_may19.csv
19,HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399453768.0,34795.67,0.72,0.96,0.19,1.74,6.7,0.02,2019-05-01,nifty50_may19.csv
20,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2245530245.0,28754.01,0.6,1.34,0.26,1.69,-4.39,0.03,2019-05-01,nifty50_may19.csv
21,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2164671952.0,127760.02,2.66,0.69,0.19,1.25,1.75,0.02,2019-05-01,nifty50_may19.csv
22,HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3437401980.0,360126.98,7.49,1.22,0.45,1.76,9.4,0.02,2019-05-01,nifty50_may19.csv
23,ICICIBANK,ICICI Bank Ltd.,BANKS,12889191588.0,273057.52,5.68,1.35,0.36,2.14,3.98,0.03,2019-05-01,nifty50_may19.csv
24,ITC,ITC Ltd.,CIGARETTES,12253905922.0,238932.78,4.97,0.87,0.31,1.61,-7.57,0.03,2019-05-01,nifty50_may19.csv
25,IBULHSGFIN,Indiabulls Housing Finance Ltd.,FINANCE - HOUSING,854806678.0,26221.58,0.55,2.32,0.28,3.53,13.1,0.04,2019-05-01,nifty50_may19.csv
26,IOC,Indian Oil Corporation Ltd.,REFINERIES,94141589220.0,38962.85,0.81,1.36,0.21,2.16,4.75,0.03,2019-05-01,nifty50_may19.csv
27,INDUSINDBK,IndusInd Bank Ltd.,BANKS,6026855580.0,82239.31,1.71,1.17,0.26,3.13,-0.07,0.03,2019-05-01,nifty50_may19.csv
28,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,21844657220.0,280416.59,5.83,0.51,0.08,1.24,-1.81,0.02,2019-05-01,nifty50_may19.csv
29,JSWSTEEL,JSW Steel Ltd.,STEEL AND STEEL PRODUCTS,2417220440.0,27583.87,0.57,1.23,0.25,2.38,-11.89,0.03,2019-05-01,nifty50_may19.csv
30,KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,9540170005.0,203301.98,4.23,0.92,0.24,1.19,9.78,0.02,2019-05-01,nifty50_may19.csv
31,LT,Larsen & Toubro Ltd.,ENGINEERING,2805249138.0,192249.89,4.0,1.01,0.35,2.03,15.5,0.02,2019-05-01,nifty50_may19.csv
32,M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,6215962720.0,60330.58,1.26,1.25,0.36,1.92,0.27,0.02,2019-05-01,nifty50_may19.csv
33,MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,1510400300.0,91310.77,1.9,1.18,0.33,1.76,3.05,0.02,2019-05-01,nifty50_may19.csv
34,NTPC,NTPC Ltd.,POWER,98945572800.0,54056.44,1.12,0.68,0.15,1.71,-0.6,0.03,2019-05-01,nifty50_may19.csv
35,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,62901396030.0,51916.3,1.08,1.0,0.2,1.59,1.63,0.02,2019-05-01,nifty50_may19.csv
36,POWERGRID,Power Grid Corporation of India Ltd.,POWER,52315896480.0,43574.96,0.91,0.63,0.14,1.35,1.56,0.02,2019-05-01,nifty50_may19.csv
37,RELIANCE,Reliance Industries Ltd.,REFINERIES,63386926930.0,455296.25,9.47,1.43,0.44,1.81,-4.5,0.02,2019-05-01,nifty50_may19.csv
38,SBIN,State Bank of India,BANKS,8924611534.0,132128.87,2.75,1.46,0.42,2.31,13.73,0.02,2019-05-01,nifty50_may19.csv
39,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970.0,45234.9,0.94,0.85,0.1,2.61,-10.44,0.03,2019-05-01,nifty50_may19.csv
40,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3752384706.0,230784.42,4.8,0.5,0.07,1.52,-2.82,0.02,2019-05-01,nifty50_may19.csv
41,TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,5774697388.0,31396.45,0.65,1.68,0.25,3.52,-19.46,0.03,2019-05-01,nifty50_may19.csv
42,TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11266144590.0,36858.43,0.77,1.26,0.27,2.47,-12.37,0.03,2019-05-01,nifty50_may19.csv
43,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4916812350.0,47852.78,1.0,0.6,0.08,1.45,-9.06,0.02,2019-05-01,nifty50_may19.csv
44,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160.0,51562.84,1.07,0.86,0.17,1.73,6.66,0.02,2019-05-01,nifty50_may19.csv
45,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,1018685340.0,36634.17,0.76,1.12,0.2,1.48,3.07,0.02,2019-05-01,nifty50_may19.csv
46,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS,2746405120.0,49678.02,1.03,1.2,0.32,2.02,3.1,0.02,2019-05-01,nifty50_may19.csv
47,VEDL,Vedanta Ltd.,MINING,3717196639.0,29243.0,0.61,1.28,0.18,2.32,-3.78,0.03,2019-05-01,nifty50_may19.csv
48,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,12067753442.0,43202.56,0.9,0.43,0.06,0.88,-4.07,0.02,2019-05-01,nifty50_may19.csv
49,YESBANK,Yes Bank Ltd.,BANKS,4627651922.0,27358.68,0.57,1.18,0.05,3.91,-12.02,0.05,2019-05-01,nifty50_may19.csv
50,ZEEL,Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,960466500.0,19912.49,0.41,0.89,0.05,5.22,-17.37,0.04,2019-05-01,nifty50_may19.csv
1,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SHIPPING,4141903522.0,32281.17,0.67,1.32,0.24,1.25,-1.49,0.03,2019-06-01,nifty50_jun19.csv
2,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790.0,61228.52,1.28,0.96,0.31,1.2,-3.49,0.01,2019-06-01,nifty50_jun19.csv
3,AXISBANK,Axis Bank Ltd.,BANKS,5238214864.0,165178.99,3.44,1.13,0.31,1.33,0.03,0.02,2019-06-01,nifty50_jun19.csv
4,BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2893670200.0,36812.48,0.77,0.77,0.16,1.49,-3.38,0.02,2019-06-01,nifty50_jun19.csv
5,BAJFINANCE,Bajaj Finance Ltd.,FINANCE,1159788396.0,87520.59,1.82,1.45,0.31,1.1,6.17,0.02,2019-06-01,nifty50_jun19.csv
6,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCE,795680555.0,51550.03,1.07,1.33,0.37,1.07,4.11,0.02,2019-06-01,nifty50_jun19.csv
7,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,21692527440.0,31498.96,0.66,1.5,0.23,1.8,-4.13,0.02,2019-06-01,nifty50_jun19.csv
8,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,25654955910.0,65810.35,1.37,1.23,0.22,1.33,-0.62,0.03,2019-06-01,nifty50_jun19.csv
9,INFRATEL,Bharti Infratel Ltd.,TELECOMMUNICATION - EQUIPMENT,18496082460.0,22721.14,0.47,0.32,0.02,1.57,-0.72,0.03,2019-06-01,nifty50_jun19.csv
10,BRITANNIA,Britannia Industries Ltd.,FOOD AND FOOD PROCESSING,240318294.0,32308.7,0.67,0.76,0.19,1.39,-6.1,0.02,2019-06-01,nifty50_jun19.csv
11,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1611484158.0,28094.09,0.59,0.78,0.19,1.36,-0.97,0.02,2019-06-01,nifty50_jun19.csv
12,COALINDIA,Coal India Ltd.,MINING,61627283270.0,45358.91,0.94,0.44,0.06,1.48,0.12,0.03,2019-06-01,nifty50_jun19.csv
13,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,830533770.0,30926.23,0.64,0.32,0.02,1.3,-4.78,0.02,2019-06-01,nifty50_jun19.csv
14,EICHERMOT,Eicher Motors Ltd.,AUTOMOBILES - 4 WHEELERS,272825700.0,26629.94,0.55,1.35,0.26,1.03,-4.06,0.02,2019-06-01,nifty50_jun19.csv
15,GAIL,GAIL (India) Ltd.,GAS,22550709330.0,28842.24,0.6,0.91,0.15,2.76,-13.59,0.02,2019-06-01,nifty50_jun19.csv
16,GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,1315218080.0,36067.23,0.75,1.25,0.29,1.25,3.16,0.02,2019-06-01,nifty50_jun19.csv
17,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2712557736.0,57758.49,1.2,0.52,0.07,1.11,-2.55,0.02,2019-06-01,nifty50_jun19.csv
18,HDFCBANK,HDFC Bank Ltd.,BANKS,5465624542.0,527586.49,10.99,0.72,0.36,0.73,0.76,0.02,2019-06-01,nifty50_jun19.csv
19,HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399453768.0,33513.67,0.7,1.01,0.21,1.96,-3.68,0.02,2019-06-01,nifty50_jun19.csv
20,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2245845916.0,30225.16,0.63,1.33,0.27,1.43,5.1,0.02,2019-06-01,nifty50_jun19.csv
21,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2164801037.0,127703.35,2.66,0.65,0.18,1.06,-0.05,0.02,2019-06-01,nifty50_jun19.csv
22,HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3439781976.0,377017.3,7.85,1.22,0.46,1.14,0.43,0.01,2019-06-01,nifty50_jun19.csv
23,ICICIBANK,ICICI Bank Ltd.,BANKS,12902728680.0,281989.14,5.87,1.32,0.37,1.18,3.16,0.02,2019-06-01,nifty50_jun19.csv
24,ITC,ITC Ltd.,CIGARETTES,12258631602.0,234991.84,4.89,0.85,0.3,0.75,-1.69,0.02,2019-06-01,nifty50_jun19.csv
25,IBULHSGFIN,Indiabulls Housing Finance Ltd.,FINANCE - HOUSING,855148182.0,20267.27,0.42,2.35,0.26,5.33,-22.74,0.04,2019-06-01,nifty50_jun19.csv
26,IOC,Indian Oil Corporation Ltd.,REFINERIES,94141589220.0,38159.35,0.79,1.37,0.23,1.53,-5.83,0.03,2019-06-01,nifty50_jun19.csv
27,INDUSINDBK,IndusInd Bank Ltd.,BANKS,6031349120.0,72311.35,1.51,1.29,0.28,2.79,-12.14,0.03,2019-06-01,nifty50_jun19.csv
28,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,21826847220.0,278004.19,5.79,0.49,0.08,0.87,-0.78,0.02,2019-06-01,nifty50_jun19.csv
29,JSWSTEEL,JSW Steel Ltd.,STEEL AND STEEL PRODUCTS,2417220440.0,28081.33,0.58,1.29,0.27,2.22,1.8,0.03,2019-06-01,nifty50_jun19.csv
30,KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,9545602460.0,197397.33,4.11,0.94,0.26,1.16,-2.96,0.02,2019-06-01,nifty50_jun19.csv
31,LT,Larsen & Toubro Ltd.,ENGINEERING,2806182556.0,191776.76,3.99,0.99,0.34,1.33,-0.28,0.02,2019-06-01,nifty50_jun19.csv
32,M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,6215962720.0,61104.47,1.27,1.26,0.38,1.33,1.28,0.02,2019-06-01,nifty50_jun19.csv
33,MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,1510400300.0,86855.45,1.81,1.22,0.35,1.47,-4.88,0.02,2019-06-01,nifty50_jun19.csv
34,NTPC,NTPC Ltd.,POWER,98945572800.0,61538.21,1.28,0.63,0.13,0.91,6.08,0.03,2019-06-01,nifty50_jun19.csv
35,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,62901396030.0,52758.55,1.1,0.99,0.19,1.65,-2.44,0.03,2019-06-01,nifty50_jun19.csv
36,POWERGRID,Power Grid Corporation of India Ltd.,POWER,52315896480.0,48708.72,1.01,0.59,0.13,1.36,9.3,0.02,2019-06-01,nifty50_jun19.csv
37,RELIANCE,Reliance Industries Ltd.,REFINERIES,63390373000.0,428946.17,8.93,1.44,0.47,1.35,-5.79,0.02,2019-06-01,nifty50_jun19.csv
38,SBIN,State Bank of India,BANKS,8924611534.0,138632.68,2.89,1.43,0.42,1.41,2.48,0.02,2019-06-01,nifty50_jun19.csv
39,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970.0,44252.61,0.92,0.87,0.11,1.8,-2.17,0.02,2019-06-01,nifty50_jun19.csv
40,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3752384706.0,234004.71,4.87,0.52,0.08,1.13,1.4,0.02,2019-06-01,nifty50_jun19.csv
41,TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,5774697388.0,29098.99,0.61,1.65,0.25,1.77,-5.82,0.03,2019-06-01,nifty50_jun19.csv
42,TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11264895180.0,38069.49,0.79,1.29,0.28,2.24,3.3,0.02,2019-06-01,nifty50_jun19.csv
43,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4922180905.0,44518.57,0.93,0.57,0.08,1.27,-7.07,0.02,2019-06-01,nifty50_jun19.csv
44,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160.0,55691.62,1.16,0.79,0.16,1.23,8.01,0.02,2019-06-01,nifty50_jun19.csv
45,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,1018685340.0,34378.8,0.72,0.99,0.15,2.77,-6.16,0.03,2019-06-01,nifty50_jun19.csv
46,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS,2746498500.0,47548.01,0.99,1.19,0.33,1.0,-4.29,0.02,2019-06-01,nifty50_jun19.csv
47,VEDL,Vedanta Ltd.,MINING,3717196639.0,31756.57,0.66,1.3,0.18,1.82,8.6,0.03,2019-06-01,nifty50_jun19.csv
48,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,12070632750.0,44015.56,0.92,0.38,0.05,0.95,-2.06,0.02,2019-06-01,nifty50_jun19.csv
49,YESBANK,Yes Bank Ltd.,BANKS,4633917476.0,20157.54,0.42,1.28,0.05,4.83,-26.42,0.06,2019-06-01,nifty50_jun19.csv
50,ZEEL,Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,960481765.0,20166.56,0.42,0.89,0.05,2.07,-5.26,0.03,2019-06-01,nifty50_jun19.csv
1,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SHIPPING,4141903522.0,29711.74,0.66,1.32,0.25,1.59,-7.96,0.03,2019-07-01,nifty50_jul19.csv
2,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790.0,68574.68,1.51,0.92,0.29,1.36,12.0,0.02,2019-07-01,nifty50_jul19.csv
3,AXISBANK,Axis Bank Ltd.,BANKS,5238214864.0,137712.14,3.04,1.11,0.31,1.43,-16.63,0.02,2019-07-01,nifty50_jul19.csv
4,BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2893670200.0,32768.64,0.72,0.86,0.25,1.8,-10.98,0.03,2019-07-01,nifty50_jul19.csv
5,BAJFINANCE,Bajaj Finance Ltd.,FINANCE,1159788396.0,77319.64,1.71,1.56,0.33,3.13,-11.66,0.02,2019-07-01,nifty50_jul19.csv
6,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCE,795680555.0,42921.92,0.95,1.43,0.38,3.1,-16.74,0.03,2019-07-01,nifty50_jul19.csv
7,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,21692527440.0,27730.64,0.61,1.49,0.23,1.77,-11.96,0.02,2019-07-01,nifty50_jul19.csv
8,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,25654955910.0,64092.24,1.41,1.14,0.21,1.44,-2.61,0.03,2019-07-01,nifty50_jul19.csv
9,INFRATEL,Bharti Infratel Ltd.,TELECOMMUNICATION - EQUIPMENT,18496082460.0,20908.9,0.46,0.33,0.02,1.58,-7.98,0.03,2019-07-01,nifty50_jul19.csv
10,BRITANNIA,Britannia Industries Ltd.,FOOD AND FOOD PROCESSING,240318294.0,30675.43,0.68,0.78,0.21,1.25,-5.06,0.02,2019-07-01,nifty50_jul19.csv
11,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1611484158.0,26451.95,0.58,0.76,0.19,1.33,-5.85,0.02,2019-07-01,nifty50_jul19.csv
12,COALINDIA,Coal India Ltd.,MINING,61627283270.0,36539.12,0.81,0.5,0.07,1.86,-19.44,0.03,2019-07-01,nifty50_jul19.csv
13,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,830533770.0,31219.07,0.69,0.32,0.03,1.62,0.95,0.02,2019-07-01,nifty50_jul19.csv
14,EICHERMOT,Eicher Motors Ltd.,AUTOMOBILES - 4 WHEELERS,272825700.0,22746.86,0.5,1.42,0.28,2.36,-14.58,0.02,2019-07-01,nifty50_jul19.csv
15,GAIL,GAIL (India) Ltd.,GAS,45101418660.0,23826.4,0.53,0.89,0.15,1.21,-17.39,0.04,2019-07-01,nifty50_jul19.csv
16,GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,1315218080.0,31105.57,0.69,1.35,0.34,2.57,-13.76,0.02,2019-07-01,nifty50_jul19.csv
17,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2712557736.0,56125.53,1.24,0.45,0.06,1.24,-2.83,0.02,2019-07-01,nifty50_jul19.csv
18,HDFCBANK,HDFC Bank Ltd.,BANKS,5465624542.0,486113.6,10.73,0.74,0.38,1.11,-7.86,0.02,2019-07-01,nifty50_jul19.csv
19,HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399453768.0,30587.47,0.67,1.17,0.26,2.83,-8.73,0.02,2019-07-01,nifty50_jul19.csv
20,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2245845916.0,27816.49,0.61,1.28,0.28,1.69,-7.97,0.02,2019-07-01,nifty50_jul19.csv
21,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2164801037.0,123349.17,2.72,0.67,0.21,1.07,-3.41,0.02,2019-07-01,nifty50_jul19.csv
22,HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3439781976.0,364926.47,8.05,1.22,0.44,1.64,-3.21,0.02,2019-07-01,nifty50_jul19.csv
23,ICICIBANK,ICICI Bank Ltd.,BANKS,12902728680.0,273924.93,6.04,1.24,0.37,1.15,-2.86,0.02,2019-07-01,nifty50_jul19.csv
24,ITC,ITC Ltd.,CIGARETTES,12258631602.0,231859.76,5.12,0.8,0.31,0.99,-1.33,0.03,2019-07-01,nifty50_jul19.csv
25,IBULHSGFIN,Indiabulls Housing Finance Ltd.,FINANCE - HOUSING,855148182.0,17862.68,0.39,2.43,0.27,4.01,-11.86,0.04,2019-07-01,nifty50_jul19.csv
26,IOC,Indian Oil Corporation Ltd.,REFINERIES,94141589220.0,34096.2,0.75,1.38,0.23,2.36,-10.65,0.03,2019-07-01,nifty50_jul19.csv
27,INDUSINDBK,IndusInd Bank Ltd.,BANKS,6927567230.0,76343.38,1.68,1.35,0.28,2.83,0.17,0.03,2019-07-01,nifty50_jul19.csv
28,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,21826847220.0,301418.06,6.65,0.51,0.09,1.67,8.42,0.02,2019-07-01,nifty50_jul19.csv
29,JSWSTEEL,JSW Steel Ltd.,STEEL AND STEEL PRODUCTS,2417220440.0,24106.7,0.53,1.3,0.28,2.22,-14.15,0.03,2019-07-01,nifty50_jul19.csv
30,KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,9545602460.0,203070.28,4.48,0.97,0.27,1.49,2.87,0.02,2019-07-01,nifty50_jul19.csv
31,LT,Larsen & Toubro Ltd.,ENGINEERING,2806182556.0,171292.75,3.78,1.01,0.36,1.44,-10.68,0.02,2019-07-01,nifty50_jul19.csv
32,M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,6215962720.0,51281.69,1.13,1.3,0.4,1.74,-16.08,0.02,2019-07-01,nifty50_jul19.csv
33,MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,1510400300.0,72700.64,1.6,1.27,0.38,1.84,-16.3,0.02,2019-07-01,nifty50_jul19.csv
34,NTPC,NTPC Ltd.,POWER,98945572800.0,55094.87,1.22,0.67,0.15,1.74,-10.47,0.04,2019-07-01,nifty50_jul19.csv
35,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,62901396030.0,43669.29,0.96,1.05,0.21,2.02,-17.23,0.03,2019-07-01,nifty50_jul19.csv
36,POWERGRID,Power Grid Corporation of India Ltd.,POWER,52315896480.0,49626.86,1.09,0.62,0.14,1.33,1.88,0.02,2019-07-01,nifty50_jul19.csv
37,RELIANCE,Reliance Industries Ltd.,REFINERIES,63390373000.0,399216.72,8.81,1.36,0.45,1.27,-6.93,0.02,2019-07-01,nifty50_jul19.csv
38,SBIN,State Bank of India,BANKS,8924611534.0,127484.51,2.81,1.44,0.44,1.83,-8.04,0.02,2019-07-01,nifty50_jul19.csv
39,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970.0,47100.15,1.04,0.88,0.11,2.53,6.43,0.02,2019-07-01,nifty50_jul19.csv
40,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3752384706.0,231745.78,5.11,0.52,0.09,1.42,-0.97,0.02,2019-07-01,nifty50_jul19.csv
41,TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,5774697388.0,24274.52,0.54,1.72,0.26,3.01,-16.58,0.03,2019-07-01,nifty50_jul19.csv
42,TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11264895180.0,32608.89,0.72,1.26,0.28,2.11,-14.34,0.02,2019-07-01,nifty50_jul19.csv
43,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4922180905.0,40086.24,0.88,0.59,0.09,1.1,-9.96,0.02,2019-07-01,nifty50_jul19.csv
44,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160.0,44077.21,0.97,0.79,0.15,2.75,-20.85,0.02,2019-07-01,nifty50_jul19.csv
45,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,1528028010.0,32744.11,0.72,1.02,0.19,2.72,-4.75,0.03,2019-07-01,nifty50_jul19.csv
46,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS,2746498500.0,45367.27,1.0,1.2,0.36,1.46,-4.59,0.03,2019-07-01,nifty50_jul19.csv
47,VEDL,Vedanta Ltd.,MINING,3717196639.0,28068.18,0.62,1.31,0.19,2.42,-11.61,0.03,2019-07-01,nifty50_jul19.csv
48,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,12070632750.0,41630.41,0.92,0.42,0.06,1.49,-5.42,0.02,2019-07-01,nifty50_jul19.csv
49,YESBANK,Yes Bank Ltd.,BANKS,4633917476.0,16904.53,0.37,1.31,0.05,5.97,-16.14,0.06,2019-07-01,nifty50_jul19.csv
50,ZEEL,Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,960481765.0,21533.23,0.48,0.95,0.06,3.08,6.78,0.03,2019-07-01,nifty50_jul19.csv
1,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SHIPPING,4141903522.0,28779.19,0.64,1.37,0.29,1.92,-3.14,0.03,2019-08-01,nifty50_aug19.csv
2,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790.0,72862.01,1.62,0.89,0.29,1.09,6.25,0.01,2019-08-01,nifty50_aug19.csv
3,AXISBANK,Axis Bank Ltd.,BANKS,5238214864.0,135628.38,3.02,1.09,0.33,1.61,-1.51,0.03,2019-08-01,nifty50_aug19.csv
4,BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2893670200.0,36307.89,0.81,0.83,0.24,1.18,10.8,0.03,2019-08-01,nifty50_aug19.csv
5,BAJFINANCE,Bajaj Finance Ltd.,FINANCE,1159788396.0,79232.39,1.76,1.64,0.38,2.47,2.47,0.02,2019-08-01,nifty50_aug19.csv
6,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCE,795680555.0,43053.14,0.96,1.52,0.42,2.57,0.31,0.03,2019-08-01,nifty50_aug19.csv
7,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,21692527440.0,28513.2,0.63,1.57,0.27,2.57,2.82,0.03,2019-08-01,nifty50_aug19.csv
8,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,25654955910.0,65838.83,1.47,1.15,0.21,2.6,2.73,0.03,2019-08-01,nifty50_aug19.csv
9,INFRATEL,Bharti Infratel Ltd.,TELECOMMUNICATION - EQUIPMENT,18496082460.0,21308.78,0.47,0.31,0.02,1.76,1.91,0.04,2019-08-01,nifty50_aug19.csv
10,BRITANNIA,Britannia Industries Ltd.,FOOD AND FOOD PROCESSING,240318294.0,31813.54,0.71,0.77,0.2,1.99,3.71,0.02,2019-08-01,nifty50_aug19.csv
11,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1611484158.0,23982.39,0.53,0.67,0.15,1.73,-9.34,0.03,2019-08-01,nifty50_aug19.csv
12,COALINDIA,Coal India Ltd.,MINING,61627283270.0,33018.36,0.73,0.53,0.08,2.29,-9.64,0.04,2019-08-01,nifty50_aug19.csv
13,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,830533770.0,31011.72,0.69,0.32,0.03,1.14,-0.66,0.02,2019-08-01,nifty50_aug19.csv
14,EICHERMOT,Eicher Motors Ltd.,AUTOMOBILES - 4 WHEELERS,272825700.0,22622.19,0.5,1.43,0.29,2.49,-0.55,0.02,2019-08-01,nifty50_aug19.csv
15,GAIL,GAIL (India) Ltd.,GAS,45101418660.0,24002.07,0.53,0.95,0.18,1.9,0.74,0.03,2019-08-01,nifty50_aug19.csv
16,GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,1315218080.0,28051.63,0.62,1.42,0.38,2.52,-9.82,0.03,2019-08-01,nifty50_aug19.csv
17,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2712557736.0,59695.26,1.33,0.47,0.06,1.79,6.36,0.02,2019-08-01,nifty50_aug19.csv
18,HDFCBANK,HDFC Bank Ltd.,BANKS,5465624542.0,480996.96,10.7,0.8,0.42,1.56,-1.05,0.02,2019-08-01,nifty50_aug19.csv
